307348	99.630159017379
361060	99.6194479252214
29500	99.4337180565159
290396	99.31707346675
24166	99.1573348052
296372	99.10640928075
24248	99.00925247145
309888	98.8621799601248
679712	98.4031347894209
24896	98.3990298228301
24896	98.3844509363222
116740	98.3259922370436
64124	98.2721253685711
302396	97.8815225384472
24896	97.7233802032605
24896	97.6828715119968
24680	97.64077392258
298012	97.61137159364
361832	97.4671320526833
29344	97.4221249348
246046	97.3490083608267
691380	97.22108876545
314028	96.9739739875
297486	96.7248322278854
297942	96.5687315019717
65162	96.2701180451461
83765	96.254489789
81742	96.237839083
317435	95.9721079350518
79128	95.94382562508
294395	95.8705
308939	95.686351948195
304124	95.667477425217
301097	95.3315789049746
291019	95.3301623186564
29148	95.18268
306129	94.950606378
25701	94.8546100118
362733	94.8494338907129
362733	94.8494338907129
298874	94.8463896436
59319	94.82748
294400	94.7647046223
311494	94.76159
361970	94.7371820608666
27080	94.66892
499537	94.588197866
298992	94.4056343734503
314964	94.374210996
288154	94.2556508792669
310261	94.1508662505
83792	93.9925927774
313262	93.944891771
310812	93.9151716071511
114593	93.8910440788
307644	93.81768
361884	93.80772
293061	93.55070659888
65180	93.488197136
317252	93.4669
29230	93.46108
305467	93.36109
291709	93.1266378235
317494	92.77457
317675	92.6687291986
317247	92.65614
117180	92.6321800246498
310461	92.2685820044
497936	92.2466871884
313594	92.1867596222035
679028	92.1461938985301
29611	92.0814229024
313594	92.0637065487363
79120	92.00535
300253	91.9577534551371
65210	91.8242
362665	91.7682198141228
360627	91.69597
298944	91.4782473722919
313563	91.40484
301086	91.2561267724
83472	91.1908172968
305230	91.12831
252941	91.009
24382	90.9485501582117
294734	90.942805056
29642	90.8772059812
29707	90.7286120196
116647	90.71727
306222	90.66969
310399	90.3450987214
114517	90.342331478
64845	90.21614
302328	90.1961544966437
307178	90.1013474808
84394	90.048416683922
311450	90.0407806332
117544	90.00444
315750	89.9539
81656	89.8208304384
25613	89.7889503904
312251	89.7479804442
289809	89.7303
289586	89.6879
312828	89.687826789
84379	89.6782041232
499330	89.6023
360600	89.4319603036
252920	89.3693875414
450224	89.3357683226082
305831	89.2742
309280	89.2532
303902	89.1933351651
317575	89.1235975525
171018	88.8305
171018	88.8305
171018	88.8305
114901	88.8000261136923
312689	88.7954
94195	88.7496
312607	88.6698
307820	88.6468924776278
363735	88.6113109312
25450	88.4895
140939	88.3623173536
64519	88.3521794926
292267	88.2642
294421	88.1056
679869	88.0270947625
79126	87.9907
24434	87.9482
29384	87.8719
363103	87.7136911849807
282587	87.671624227
286959	87.6478
291553	87.6232
305120	87.618982364
362547	87.5754263749
266686	87.4921
100233176	87.489814279
360709	87.3261466169
25056	87.30933384
294753	87.247129468
171108	87.2371
303016	87.2015875966
25086	87.1979
365895	87.1767584826756
24268	87.0016
500972	86.8071263146581
294606	86.6862663902213
499353	86.6694
25293	86.6684753939839
291948	86.66173792
25293	86.5559492142313
25293	86.5559492142313
25293	86.5559492142313
25293	86.5559492142313
317399	86.516116261
291772	86.4185981887
688777	86.3657
365583	86.2180131868
362923	86.2067
303208	86.1625
313228	86.1126
290467	86.0627963914
114861	85.9114
291314	85.9053
24763	85.8176
306941	85.7941
246142	85.7405469229
299897	85.7373911516
286916	85.7056
404783	85.6304427774
296651	85.5815792104
64047	85.5077323976297
313860	85.4756
286895	85.4555
308751	85.4029
500244	85.3323107906902
313242	85.298259105712
294228	85.2530553109
29745	85.2363
140934	85.2025
50672	85.0588
170816	85.0141595728
314771	84.95222335
308118	84.9470418616
116777	84.9039
313433	84.8972
287709	84.8888
140674	84.8868
304923	84.8209052884
362065	84.6896
288512	84.6888625204
300870	84.6598363536
306451	84.61992071
291130	84.616358276
298652	84.5519835646
58820	84.4232
25672	84.4227029732221
361585	84.2143024390048
288079	84.1634
117553	84.1356
307050	84.1201
303926	84.087135805
361390	84.0813
299828	83.956
308843	83.9304
315891	83.872516789
192256	83.824991784
192256	83.824991784
192147	83.8234
289257	83.8132
432358	83.7744929002
85428	83.7231124068891
312694	83.6962479027
293098	83.6367
365699	83.5915
307343	83.5662177330266
362911	83.4713
25231	83.4051
25459	83.3986
307905	83.361104111
24398	83.3226746047
192109	83.305871939
306274	83.2809419776274
313969	83.2331914572
170699	83.2053232621981
362630	83.0865839402
360834	82.9809394023
81531	82.9669
60427	82.966481061507
60427	82.966481061507
24493	82.86045
360917	82.8585138391
289883	82.8537
301555	82.754986423
84550	82.5967235872
114122	82.5479859269727
114122	82.5479859269727
114122	82.5479859269727
114122	82.5479859269727
299706	82.5175
361293	82.457
260324	82.4145
84476	82.3986
89843	82.1462
300756	82.0933
315824	82.047542608
29682	82.02240671
25428	81.9515241695486
307200	81.8154
680102	81.8029374371
363266	81.7902189056
296787	81.7732608155
362220	81.6975
303798	81.6884923464
81738	81.5946
309008	81.5703
294601	81.4503
306009	81.4300568524
83840	81.3350331856
116831	81.3239
25690	81.3237321771122
24356	81.2927
312132	81.097898368
295457	81.0912044195
362185	80.9826693096
364785	80.9043390415
266775	80.8976
24459	80.8847
500538	80.6737408193
304410	80.6453
360860	80.6062
360511	80.5880842664
25478	80.5657169693078
364754	80.4719
314800	80.2693217232
84409	80.2448817346
303614	80.1491
313749	79.7409
25243	79.6876414552
24882	79.6321
299811	79.6207693503543
