MIMAT0017824	99.9999999997525
MIMAT0017824	99.999999995294
MIMAT0017824	99.9999999191404
MIMAT0017824	99.9999996130811
MIMAT0017824	99.9999992276541
MIMAT0017824	99.9999988361511
MIMAT0017824	99.9999985335837
MIMAT0017824	99.9999860673374
MIMAT0017824	99.9999680687501
MIMAT0017824	99.9999649638594
MIMAT0017824	99.9998592590798
MIMAT0017824	99.9997903190553
MIMAT0017824	99.9997882098793
MIMAT0017824	99.9997397168982
MIMAT0017824	99.9997156238454
MIMAT0017824	99.9996800130465
MIMAT0017824	99.9995486406491
MIMAT0017824	99.9988952069397
MIMAT0017824	99.9965571900399
MIMAT0017824	99.994917851417
MIMAT0017824	99.990257706363
MIMAT0017824	99.9896091430888
MIMAT0017824	99.9869226556306
MIMAT0017824	99.9812910918435
MIMAT0005278	99.9656298319699
MIMAT0005320	99.965305582155
MIMAT0017824	99.9613497298972
MIMAT0000899	99.9222966334534
MIMAT0017824	99.9039968741755
MIMAT0017824	99.8978915666219
MIMAT0017824	99.8797886167585
MIMAT0017824	99.8797886167585
MIMAT0017824	99.8797886167585
MIMAT0017824	99.8797886167585
MIMAT0017824	99.8797886167585
MIMAT0017824	99.8797886167585
MIMAT0017824	99.8796335540532
MIMAT0017824	99.879367750957
MIMAT0000834	99.8470178340527
MIMAT0017824	99.8438880746371
MIMAT0017875	99.8416453595408
MIMAT0017875	99.8156138321433
MIMAT0005320	99.7962697001144
MIMAT0000604	99.7493347789754
MIMAT0001534	99.7473109393693
MIMAT0017041	99.7312652060507
MIMAT0000799	99.702166009693
MIMAT0000798	99.702166009693
MIMAT0005320	99.6697788874638
MIMAT0017824	99.669024403035
MIMAT0017824	99.6615401822382
MIMAT0003208	99.6465437619996
MIMAT0000831	99.630930249985
MIMAT0017824	99.5972448405703
MIMAT0024856	99.5962638316
MIMAT0005320	99.5834794471222
MIMAT0017085	99.565656712708
MIMAT0004705	99.565656712708
MIMAT0017088	99.565656712708
MIMAT0017089	99.565656712708
MIMAT0017823	99.565656712708
MIMAT0017111	99.565656712708
MIMAT0000796	99.49466174416
MIMAT0000797	99.49466174416
MIMAT0017824	99.4904307966422
MIMAT0000877	99.4866958635589
MIMAT0000882	99.4866958635589
MIMAT0017824	99.4524519644372
MIMAT0005315	99.4520188997324
MIMAT0017085	99.420237790337
MIMAT0004705	99.420237790337
MIMAT0017088	99.420237790337
MIMAT0017089	99.420237790337
MIMAT0017823	99.420237790337
MIMAT0017111	99.420237790337
MIMAT0000796	99.3860799977
MIMAT0000797	99.3860799977
MIMAT0012832	99.38335864214
MIMAT0005337	99.3792951514309
MIMAT0017901	99.37543156782
MIMAT0003207	99.3668783849361
